StudentID,Skills,Interests,Availability,PreferredProjectType,SuggestedProject
S1014,"Keras, JavaScript, Python, Flask",Finance,Part-time,Technical,Finance Tracker Web App
S1015,"Keras, ML",Social Impact,Part-time,Technical,Blockchain Voting System
S1016,"TensorFlow, Flask",Healthcare,Part-time,Technical,Automated Resume Screener
S1017,"Keras, Python, NodeJS",Cybersecurity,Part-time,Technical,E-learning Gamification Platform
S1018,"TensorFlow, C++",Education,Full-time,Technical,Smart Attendance System
S1019,"Keras, JavaScript",Social Impact,Part-time,Technical,Automated Resume Screener
S1020,"Django, Python",Climate,Full-time,Creative,Smart Attendance System
S1021,"C++, Figma",Finance,Full-time,Technical,E-learning Gamification Platform
S1022,"JavaScript, Java",Education,Part-time,Technical,E-learning Gamification Platform
S1023,"Keras, C++",Cybersecurity,Full-time,Research,Blockchain Voting System
S1024,"Python, C++",Automation,Full-time,Research,E-learning Gamification Platform
S1025,"AI, React",Education,Full-time,Creative,Voice-based Email Client
S1026,"Python, Keras",Automation,Part-time,Technical,E-learning Gamification Platform
S1027,"Flask, NodeJS, ML, Django",Automation,Part-time,Creative,Smart Attendance System
S1028,"Figma, TensorFlow, React",Cybersecurity,Part-time,Creative,Blockchain Voting System
S1029,"JavaScript, C++, ML, AI",Healthcare,Full-time,Creative,Smart Attendance System
S1030,"Figma, Flask, Keras",Finance,Part-time,Research,Chatbot for Students
S1031,"TensorFlow, AI, Figma, Keras",Social Impact,Full-time,Research,Finance Tracker Web App
S1032,"ML, Flask, Java, NodeJS",Education,Full-time,Creative,E-learning Gamification Platform
S1033,"Keras, Flask",Education,Full-time,Research,Blockchain Voting System
S1034,"Flask, Figma",Cybersecurity,Part-time,Creative,Automated Resume Screener
S1035,"JavaScript, Flask, AI, Django",Healthcare,Full-time,Technical,Finance Tracker Web App
S1036,"JavaScript, Figma, React, ML",Automation,Full-time,Technical,Blockchain Voting System
S1037,"Java, Django",Finance,Part-time,Creative,AI-powered Diet Planner
S1038,"React, TensorFlow",Finance,Full-time,Creative,Mental Health UI Toolkit
S1039,"Keras, Flask, React, NodeJS",Education,Part-time,Research,Automated Resume Screener
S1040,"Flask, NodeJS, JavaScript, Python",Healthcare,Full-time,Research,E-learning Gamification Platform
S1041,"Python, JavaScript, Django, Figma",Automation,Full-time,Creative,Chatbot for Students
S1042,"TensorFlow, Python, Figma",Automation,Part-time,Technical,Automated Resume Screener
S1043,"Java, Django",Cybersecurity,Part-time,Research,AI-powered Diet Planner
S1044,"React, AI, Django",Cybersecurity,Part-time,Creative,Automated Resume Screener
S1045,"NodeJS, Keras, AI",Social Impact,Full-time,Technical,Finance Tracker Web App
S1046,"ML, Python",Climate,Part-time,Creative,E-learning Gamification Platform
S1047,"Python, Figma",Climate,Full-time,Technical,E-learning Gamification Platform
S1048,"JavaScript, Figma, C++, Flask",Climate,Full-time,Creative,Smart Attendance System
S1049,"JavaScript, NodeJS, Flask, Django",Cybersecurity,Part-time,Creative,E-learning Gamification Platform
S1050,"Java, AI",Social Impact,Full-time,Creative,Automated Resume Screener
S1051,"C++, Python",Climate,Full-time,Research,Finance Tracker Web App
S1052,"C++, Java",Education,Part-time,Technical,Automated Resume Screener
S1053,"Flask, Keras, C++",Finance,Part-time,Technical,Voice-based Email Client
S1054,"Figma, NodeJS, TensorFlow",Climate,Full-time,Creative,Automated Resume Screener
S1055,"NodeJS, React",Social Impact,Part-time,Creative,Automated Resume Screener
S1056,"Figma, JavaScript, Keras",Finance,Part-time,Creative,Finance Tracker Web App
S1057,"C++, Flask, Django, AI",Finance,Part-time,Creative,Smart Attendance System
S1058,"ML, Python",Climate,Full-time,Technical,E-learning Gamification Platform
S1059,"AI, TensorFlow, JavaScript",Social Impact,Full-time,Creative,E-learning Gamification Platform
S1060,"NodeJS, Django, React, C++",Climate,Part-time,Technical,Mental Health UI Toolkit
S1061,"AI, TensorFlow, Django",Education,Full-time,Creative,Blockchain Voting System
S1062,"Python, TensorFlow, NodeJS",Education,Full-time,Technical,Voice-based Email Client
S1063,"ML, Flask, Keras",Finance,Full-time,Creative,AI-powered Diet Planner
S1064,"AI, JavaScript, Keras",Healthcare,Full-time,Research,Smart Attendance System
S1065,"Java, React, AI",Healthcare,Part-time,Technical,Finance Tracker Web App
S1066,"Python, Figma, NodeJS",Social Impact,Full-time,Research,Chatbot for Students
S1067,"Flask, AI, ML, Java",Education,Full-time,Technical,Automated Resume Screener
S1068,"C++, JavaScript, Flask",Healthcare,Full-time,Creative,Chatbot for Students
S1069,"TensorFlow, React",Education,Part-time,Creative,Automated Resume Screener
S1070,"C++, Flask",Finance,Full-time,Research,Smart Attendance System
S1071,"Keras, JavaScript",Climate,Full-time,Research,Smart Attendance System
S1072,"Python, Java, NodeJS, Figma",Automation,Full-time,Creative,Voice-based Email Client
S1073,"React, Java",Healthcare,Part-time,Creative,Blockchain Voting System
S1074,"TensorFlow, Python",Healthcare,Part-time,Technical,Smart Attendance System
S1075,"JavaScript, Figma, TensorFlow",Social Impact,Full-time,Technical,AI-powered Diet Planner
S1076,"Keras, AI, Flask",Finance,Full-time,Creative,Finance Tracker Web App
S1077,"ML, AI, Python, Keras",Healthcare,Part-time,Research,E-learning Gamification Platform
S1078,"Django, TensorFlow, Java, C++",Healthcare,Part-time,Creative,Mental Health UI Toolkit
S1079,"AI, C++, Flask, Java",Education,Part-time,Technical,Chatbot for Students
S1080,"React, JavaScript, ML, NodeJS",Automation,Part-time,Technical,AI-powered Diet Planner
S1081,"AI, JavaScript",Social Impact,Part-time,Creative,Chatbot for Students
S1082,"Django, Figma",Healthcare,Part-time,Technical,Chatbot for Students
S1083,"Figma, Java",Automation,Part-time,Creative,E-learning Gamification Platform
S1084,"Python, Keras, Flask, Java",Healthcare,Part-time,Research,E-learning Gamification Platform
S1085,"JavaScript, Figma, Flask, Django",Finance,Full-time,Technical,Smart Attendance System
S1086,"TensorFlow, AI, React",Finance,Full-time,Research,Blockchain Voting System
S1087,"ML, Keras, Django",Cybersecurity,Part-time,Creative,Blockchain Voting System
S1088,"Python, Figma, Keras",Healthcare,Part-time,Creative,E-learning Gamification Platform
S1089,"AI, JavaScript, ML, Django",Education,Full-time,Creative,Mental Health UI Toolkit
S1090,"C++, ML, Java, Figma",Cybersecurity,Full-time,Research,Automated Resume Screener
S1091,"Keras, JavaScript",Education,Full-time,Technical,Chatbot for Students
S1092,"NodeJS, Django, C++, Java",Healthcare,Part-time,Research,Blockchain Voting System
S1093,"C++, Flask",Social Impact,Full-time,Creative,Smart Attendance System
S1094,"Django, Keras, React",Education,Full-time,Creative,Finance Tracker Web App
S1095,"Figma, React",Automation,Full-time,Research,Smart Attendance System
S1096,"AI, TensorFlow",Healthcare,Part-time,Research,AI-powered Diet Planner
S1097,"Python, Java, TensorFlow, Figma",Education,Full-time,Research,E-learning Gamification Platform
S1098,"TensorFlow, Python, Flask, AI",Automation,Part-time,Technical,AI-powered Diet Planner
S1099,"React, AI, Django",Education,Part-time,Creative,Smart Attendance System
S1100,"C++, JavaScript, Keras, AI",Automation,Part-time,Creative,Finance Tracker Web App
S1101,"Flask, Java, TensorFlow",Cybersecurity,Full-time,Creative,AI-powered Diet Planner
S1102,"TensorFlow, NodeJS, Java",Education,Part-time,Creative,Mental Health UI Toolkit
S1103,"Python, React, Django",Automation,Full-time,Technical,Finance Tracker Web App
S1104,"AI, React, C++, ML",Social Impact,Part-time,Creative,Mental Health UI Toolkit
S1105,"ML, C++, Python",Healthcare,Part-time,Creative,Automated Resume Screener
S1106,"AI, React, Flask, ML",Automation,Full-time,Creative,Blockchain Voting System
S1107,"Python, Figma, TensorFlow, Keras",Education,Part-time,Technical,Blockchain Voting System
S1108,"Python, NodeJS, Keras",Automation,Part-time,Creative,Chatbot for Students
S1109,"JavaScript, Python",Climate,Part-time,Creative,Finance Tracker Web App
S1110,"AI, ML",Education,Part-time,Creative,Mental Health UI Toolkit
S1111,"React, JavaScript, C++, NodeJS",Cybersecurity,Full-time,Research,Smart Attendance System
S1112,"Figma, Keras",Climate,Part-time,Technical,Automated Resume Screener
S1113,"Keras, TensorFlow, Figma",Social Impact,Full-time,Technical,AI-powered Diet Planner
S1114,"ML, Flask, TensorFlow",Climate,Full-time,Research,AI-powered Diet Planner
S1115,"Figma, NodeJS",Finance,Part-time,Research,Smart Attendance System
S1116,"AI, C++, Django",Cybersecurity,Part-time,Research,Automated Resume Screener
S1117,"Python, Java, Keras, TensorFlow",Climate,Full-time,Research,Blockchain Voting System
S1118,"NodeJS, TensorFlow, C++",Climate,Full-time,Creative,E-learning Gamification Platform
S1119,"Flask, React, NodeJS, JavaScript",Healthcare,Full-time,Creative,Mental Health UI Toolkit
S1120,"Flask, TensorFlow",Climate,Part-time,Research,Smart Attendance System
S1121,"React, Flask, AI",Education,Full-time,Creative,Mental Health UI Toolkit
S1122,"Django, JavaScript",Cybersecurity,Full-time,Technical,Automated Resume Screener
S1123,"TensorFlow, Figma, Java",Climate,Part-time,Technical,Automated Resume Screener
S1124,"Django, AI, Java",Cybersecurity,Full-time,Technical,Voice-based Email Client
S1125,"TensorFlow, NodeJS, React",Climate,Full-time,Technical,Voice-based Email Client
S1126,"Python, TensorFlow, Flask",Finance,Part-time,Creative,Mental Health UI Toolkit
S1127,"React, TensorFlow, AI",Healthcare,Part-time,Technical,E-learning Gamification Platform
S1128,"Flask, ML, TensorFlow, Django",Social Impact,Full-time,Creative,Mental Health UI Toolkit
S1129,"ML, Figma",Cybersecurity,Part-time,Creative,AI-powered Diet Planner
S1130,"Keras, Flask, ML, TensorFlow",Climate,Part-time,Creative,Voice-based Email Client
S1131,"AI, Django, NodeJS, C++",Education,Full-time,Research,Mental Health UI Toolkit
S1132,"ML, Java, TensorFlow",Cybersecurity,Part-time,Creative,Voice-based Email Client
S1133,"Figma, Java, Django, Python",Cybersecurity,Part-time,Technical,AI-powered Diet Planner
S1134,"NodeJS, Flask, C++",Climate,Part-time,Research,Finance Tracker Web App
S1135,"ML, Flask, Django",Automation,Full-time,Technical,Blockchain Voting System
S1136,"ML, NodeJS, Flask, Figma",Cybersecurity,Full-time,Research,E-learning Gamification Platform
S1137,"Keras, ML",Healthcare,Part-time,Technical,Smart Attendance System
S1138,"NodeJS, JavaScript, Python",Automation,Part-time,Research,Blockchain Voting System
S1139,"AI, JavaScript, Figma, Keras",Automation,Part-time,Technical,E-learning Gamification Platform
S1140,"Python, C++, ML, Flask",Climate,Part-time,Research,Mental Health UI Toolkit
S1141,"TensorFlow, NodeJS",Healthcare,Full-time,Technical,Mental Health UI Toolkit
S1142,"JavaScript, ML",Education,Part-time,Creative,Mental Health UI Toolkit
S1143,"Figma, NodeJS, C++",Healthcare,Part-time,Creative,AI-powered Diet Planner
S1144,"Python, AI",Education,Full-time,Technical,Voice-based Email Client
S1145,"Keras, TensorFlow, AI",Healthcare,Part-time,Creative,AI-powered Diet Planner
S1146,"Django, Keras",Healthcare,Part-time,Technical,E-learning Gamification Platform
S1147,"React, Keras, Django",Social Impact,Part-time,Technical,Mental Health UI Toolkit
S1148,"NodeJS, ML",Cybersecurity,Full-time,Research,Voice-based Email Client
S1149,"JavaScript, Python, Figma, Flask",Climate,Full-time,Creative,Smart Attendance System
S1150,"ML, React, Figma, Keras",Education,Full-time,Research,Finance Tracker Web App
S1151,"Flask, React, Keras, Python",Automation,Part-time,Creative,Chatbot for Students
S1152,"TensorFlow, ML, Figma, Flask",Education,Part-time,Technical,Chatbot for Students
S1153,"Python, React, Keras, Figma",Education,Part-time,Research,E-learning Gamification Platform
S1154,"ML, AI",Cybersecurity,Part-time,Creative,Smart Attendance System
S1155,"JavaScript, Keras, TensorFlow, React",Climate,Full-time,Technical,AI-powered Diet Planner
S1156,"C++, Python, Keras, JavaScript",Social Impact,Part-time,Creative,E-learning Gamification Platform
S1157,"ML, Python",Social Impact,Part-time,Technical,Chatbot for Students
S1158,"Java, TensorFlow, Python",Automation,Full-time,Creative,E-learning Gamification Platform
S1159,"React, JavaScript, AI",Climate,Part-time,Research,AI-powered Diet Planner
S1160,"NodeJS, ML, JavaScript, Django",Social Impact,Part-time,Technical,AI-powered Diet Planner
S1161,"Django, Figma, AI",Automation,Full-time,Research,Mental Health UI Toolkit
S1162,"NodeJS, Flask",Finance,Part-time,Creative,Mental Health UI Toolkit
S1163,"Java, JavaScript, C++",Healthcare,Full-time,Research,Smart Attendance System
S1164,"AI, React",Cybersecurity,Full-time,Technical,AI-powered Diet Planner
S1165,"React, ML, C++, Django",Automation,Part-time,Creative,Blockchain Voting System
S1166,"ML, React",Education,Part-time,Research,AI-powered Diet Planner
S1167,"Django, Keras",Automation,Full-time,Creative,E-learning Gamification Platform
S1168,"Figma, React, Python, Flask",Cybersecurity,Full-time,Research,Mental Health UI Toolkit
S1169,"C++, Django, TensorFlow",Cybersecurity,Part-time,Creative,AI-powered Diet Planner
S1170,"TensorFlow, React, AI",Social Impact,Part-time,Research,Voice-based Email Client
S1171,"React, Keras",Cybersecurity,Part-time,Technical,Blockchain Voting System
S1172,"Figma, Java",Cybersecurity,Part-time,Creative,Voice-based Email Client
S1173,"Figma, Django, C++",Social Impact,Part-time,Research,AI-powered Diet Planner
S1174,"ML, JavaScript, TensorFlow",Education,Part-time,Creative,Finance Tracker Web App
S1175,"Python, AI",Automation,Full-time,Technical,Chatbot for Students
S1176,"TensorFlow, JavaScript",Automation,Part-time,Research,Chatbot for Students
S1177,"Python, Keras",Cybersecurity,Full-time,Creative,Chatbot for Students
S1178,"ML, React, AI, NodeJS",Finance,Full-time,Research,Finance Tracker Web App
S1179,"NodeJS, Figma, React, TensorFlow",Finance,Full-time,Creative,Finance Tracker Web App
S1180,"AI, NodeJS, Figma, JavaScript",Finance,Full-time,Technical,Voice-based Email Client
S1181,"TensorFlow, JavaScript, NodeJS",Climate,Part-time,Research,Automated Resume Screener
S1182,"AI, Flask, JavaScript, Python",Automation,Full-time,Creative,Smart Attendance System
S1183,"NodeJS, Figma",Finance,Part-time,Technical,Blockchain Voting System
S1184,"TensorFlow, ML, JavaScript, Django",Finance,Full-time,Research,Blockchain Voting System
S1185,"React, Django, Python",Cybersecurity,Part-time,Creative,Mental Health UI Toolkit
S1186,"ML, Java",Healthcare,Full-time,Research,Mental Health UI Toolkit
S1187,"JavaScript, Java",Healthcare,Full-time,Technical,Finance Tracker Web App
S1188,"Java, React",Cybersecurity,Part-time,Research,Finance Tracker Web App
S1189,"JavaScript, React, C++",Education,Full-time,Creative,Voice-based Email Client
S1190,"Keras, Flask, TensorFlow, Django",Healthcare,Full-time,Technical,E-learning Gamification Platform
S1191,"React, AI",Social Impact,Full-time,Technical,Smart Attendance System
S1192,"Keras, AI, Django",Finance,Full-time,Creative,Automated Resume Screener
S1193,"NodeJS, Django, Flask, Python",Healthcare,Full-time,Technical,Finance Tracker Web App
S1194,"AI, JavaScript, Figma, Python",Social Impact,Part-time,Creative,Voice-based Email Client
S1195,"ML, TensorFlow",Social Impact,Part-time,Creative,Voice-based Email Client
S1196,"Keras, AI, TensorFlow, NodeJS",Social Impact,Full-time,Research,E-learning Gamification Platform
S1197,"NodeJS, C++, AI",Finance,Full-time,Creative,Mental Health UI Toolkit
S1198,"TensorFlow, Figma, C++, Java",Climate,Full-time,Technical,Mental Health UI Toolkit
S1199,"Java, Django",Automation,Part-time,Creative,E-learning Gamification Platform
S1200,"JavaScript, Django, React",Education,Part-time,Creative,Blockchain Voting System
S1201,"Python, Figma",Finance,Full-time,Technical,Chatbot for Students
S1202,"Figma, C++",Climate,Part-time,Technical,Automated Resume Screener
S1203,"React, TensorFlow, Python, Django",Cybersecurity,Part-time,Technical,AI-powered Diet Planner
S1204,"AI, Python, JavaScript, React",Cybersecurity,Part-time,Technical,Blockchain Voting System
S1205,"AI, TensorFlow, NodeJS",Healthcare,Part-time,Research,Smart Attendance System
S1206,"Flask, ML, Python, JavaScript",Automation,Full-time,Creative,Smart Attendance System
S1207,"AI, JavaScript",Social Impact,Part-time,Research,E-learning Gamification Platform
S1208,"AI, NodeJS, C++, Keras",Automation,Full-time,Creative,Mental Health UI Toolkit
S1209,"Keras, C++, React",Social Impact,Part-time,Technical,Automated Resume Screener
S1210,"Django, NodeJS",Automation,Part-time,Technical,Finance Tracker Web App
S1211,"C++, Django, JavaScript, Keras",Climate,Part-time,Research,Blockchain Voting System
S1212,"Flask, Figma",Social Impact,Full-time,Technical,E-learning Gamification Platform
S1213,"NodeJS, JavaScript, Django",Automation,Full-time,Creative,Smart Attendance System
S1214,"Figma, AI",Finance,Full-time,Research,E-learning Gamification Platform
S1215,"JavaScript, Flask, AI",Cybersecurity,Part-time,Creative,Automated Resume Screener
S1216,"Flask, Keras, AI, C++",Finance,Part-time,Creative,Chatbot for Students
S1217,"AI, C++, TensorFlow",Finance,Part-time,Creative,Finance Tracker Web App
S1218,"Java, Python, C++, ML",Social Impact,Part-time,Research,Voice-based Email Client
S1219,"TensorFlow, AI",Healthcare,Full-time,Research,Smart Attendance System
S1220,"C++, TensorFlow, NodeJS",Social Impact,Part-time,Technical,Blockchain Voting System
S1221,"Figma, AI, C++",Cybersecurity,Part-time,Technical,Chatbot for Students
S1222,"Python, React, Django",Finance,Full-time,Technical,AI-powered Diet Planner
S1223,"Django, Java, Python, Flask",Social Impact,Full-time,Technical,AI-powered Diet Planner
S1224,"C++, Python",Climate,Full-time,Creative,Mental Health UI Toolkit
S1225,"Django, React, AI, C++",Climate,Part-time,Research,E-learning Gamification Platform
S1226,"React, JavaScript, Python, Flask",Finance,Full-time,Technical,Automated Resume Screener
S1227,"NodeJS, Java, C++",Finance,Full-time,Technical,Smart Attendance System
S1228,"Python, ML",Automation,Part-time,Creative,Automated Resume Screener
S1229,"Java, AI, Python, Figma",Social Impact,Full-time,Creative,Voice-based Email Client
S1230,"TensorFlow, Figma, ML",Social Impact,Part-time,Research,Smart Attendance System
S1231,"TensorFlow, Flask, Figma",Education,Part-time,Technical,Voice-based Email Client
S1232,"NodeJS, Keras, Python, AI",Cybersecurity,Part-time,Technical,Automated Resume Screener
S1233,"Python, TensorFlow, NodeJS",Healthcare,Full-time,Technical,Automated Resume Screener
S1234,"Python, C++, NodeJS",Cybersecurity,Part-time,Technical,AI-powered Diet Planner
S1235,"C++, ML, AI",Healthcare,Full-time,Research,Automated Resume Screener
S1236,"Java, TensorFlow",Social Impact,Part-time,Creative,AI-powered Diet Planner
S1237,"NodeJS, React",Cybersecurity,Part-time,Technical,Chatbot for Students
S1238,"Keras, ML, TensorFlow",Cybersecurity,Full-time,Research,Automated Resume Screener
S1239,"Figma, TensorFlow",Climate,Part-time,Technical,Mental Health UI Toolkit
S1240,"Java, NodeJS, Python",Social Impact,Part-time,Research,Mental Health UI Toolkit
S1241,"C++, Keras, AI",Education,Full-time,Creative,Smart Attendance System
S1242,"TensorFlow, JavaScript",Finance,Full-time,Research,Chatbot for Students
S1243,"C++, Django",Automation,Part-time,Creative,Mental Health UI Toolkit
S1244,"Flask, ML, Java, React",Finance,Part-time,Research,Finance Tracker Web App
S1245,"C++, Keras, React",Automation,Full-time,Creative,E-learning Gamification Platform
S1246,"AI, TensorFlow",Finance,Part-time,Creative,Automated Resume Screener
S1247,"Keras, Python",Education,Full-time,Research,Chatbot for Students
S1248,"Flask, Python, Java",Healthcare,Part-time,Research,Voice-based Email Client
S1249,"ML, AI, Flask",Cybersecurity,Full-time,Research,Mental Health UI Toolkit
S1250,"JavaScript, Keras, Figma, Java",Education,Full-time,Research,E-learning Gamification Platform
S1251,"TensorFlow, C++",Social Impact,Full-time,Technical,E-learning Gamification Platform
S1252,"React, JavaScript, NodeJS, Java",Automation,Full-time,Technical,Automated Resume Screener
S1253,"Keras, React, ML, AI",Automation,Part-time,Research,Finance Tracker Web App
S1254,"AI, Flask, C++, Figma",Social Impact,Part-time,Research,Finance Tracker Web App
S1255,"Figma, NodeJS, TensorFlow",Climate,Part-time,Creative,Automated Resume Screener
S1256,"NodeJS, React",Climate,Part-time,Technical,E-learning Gamification Platform
S1257,"ML, Python",Healthcare,Part-time,Research,Smart Attendance System
S1258,"React, C++",Climate,Full-time,Technical,Voice-based Email Client
S1259,"AI, React, C++, Figma",Cybersecurity,Full-time,Research,Finance Tracker Web App
S1260,"Java, Flask, Keras",Education,Full-time,Technical,Voice-based Email Client
S1261,"Keras, TensorFlow, ML, JavaScript",Cybersecurity,Part-time,Research,Automated Resume Screener
S1262,"Java, TensorFlow, C++, JavaScript",Healthcare,Part-time,Research,AI-powered Diet Planner
S1263,"Java, Django, Keras, JavaScript",Cybersecurity,Part-time,Creative,Blockchain Voting System
S1264,"Keras, React",Healthcare,Part-time,Creative,Mental Health UI Toolkit
S1265,"Flask, TensorFlow, Python, AI",Healthcare,Full-time,Technical,Voice-based Email Client
S1266,"React, TensorFlow",Automation,Part-time,Research,AI-powered Diet Planner
S1267,"Figma, ML, C++",Finance,Full-time,Technical,Finance Tracker Web App
S1268,"Django, Figma",Climate,Full-time,Technical,Automated Resume Screener
S1269,"React, Django, C++, Keras",Finance,Part-time,Creative,E-learning Gamification Platform
S1270,"JavaScript, Figma, AI, Python",Social Impact,Full-time,Research,E-learning Gamification Platform
S1271,"C++, Figma, ML, Keras",Healthcare,Part-time,Creative,Automated Resume Screener
S1272,"NodeJS, TensorFlow",Education,Part-time,Creative,Mental Health UI Toolkit
S1273,"Java, C++",Cybersecurity,Full-time,Creative,AI-powered Diet Planner
S1274,"NodeJS, TensorFlow, AI",Finance,Part-time,Technical,Voice-based Email Client
S1275,"AI, JavaScript, Python, Figma",Finance,Part-time,Technical,Voice-based Email Client
S1276,"NodeJS, TensorFlow",Social Impact,Full-time,Research,Automated Resume Screener
S1277,"ML, Flask, C++, Django",Cybersecurity,Part-time,Research,Mental Health UI Toolkit
S1278,"React, JavaScript",Cybersecurity,Full-time,Creative,Chatbot for Students
S1279,"Figma, Flask",Climate,Full-time,Technical,Chatbot for Students
S1280,"Keras, Figma, C++, JavaScript",Education,Full-time,Creative,Voice-based Email Client
S1281,"React, Figma, AI, Keras",Education,Part-time,Technical,E-learning Gamification Platform
S1282,"NodeJS, Flask, TensorFlow, Figma",Social Impact,Full-time,Creative,Chatbot for Students
S1283,"Keras, C++, NodeJS",Climate,Full-time,Creative,Automated Resume Screener
S1284,"Django, JavaScript, Python, TensorFlow",Cybersecurity,Full-time,Creative,Voice-based Email Client
S1285,"ML, Figma, C++",Finance,Part-time,Research,E-learning Gamification Platform
S1286,"TensorFlow, Django",Education,Part-time,Research,Chatbot for Students
S1287,"Python, TensorFlow, Django, NodeJS",Finance,Part-time,Technical,Smart Attendance System
S1288,"JavaScript, AI, TensorFlow, Java",Cybersecurity,Full-time,Research,Mental Health UI Toolkit
S1289,"ML, Django",Education,Full-time,Creative,Finance Tracker Web App
S1290,"Flask, Django",Cybersecurity,Full-time,Research,Blockchain Voting System
S1291,"AI, Django, TensorFlow, Keras",Cybersecurity,Part-time,Creative,Finance Tracker Web App
S1292,"Figma, Java",Cybersecurity,Part-time,Technical,E-learning Gamification Platform
S1293,"Figma, NodeJS, TensorFlow, C++",Finance,Full-time,Creative,Mental Health UI Toolkit
S1294,"NodeJS, Keras, AI",Automation,Part-time,Creative,Automated Resume Screener
S1295,"ML, Flask, Python",Healthcare,Part-time,Creative,AI-powered Diet Planner
S1296,"NodeJS, C++, Django, ML",Climate,Full-time,Creative,Smart Attendance System
S1297,"Figma, TensorFlow, AI",Finance,Part-time,Technical,Chatbot for Students
S1298,"Python, Java, ML, Django",Social Impact,Part-time,Technical,E-learning Gamification Platform
S1299,"Django, React",Finance,Full-time,Technical,Finance Tracker Web App
S1300,"TensorFlow, Java, Python",Healthcare,Part-time,Creative,AI-powered Diet Planner
S1301,"AI, Flask, Python",Education,Full-time,Research,Mental Health UI Toolkit
S1302,"AI, Flask, ML, JavaScript",Automation,Full-time,Technical,Voice-based Email Client
S1303,"React, JavaScript, NodeJS",Automation,Full-time,Creative,E-learning Gamification Platform
S1304,"ML, Flask, Python",Cybersecurity,Full-time,Creative,AI-powered Diet Planner
S1305,"TensorFlow, AI, Django",Climate,Part-time,Technical,AI-powered Diet Planner
S1306,"Flask, Django",Healthcare,Full-time,Research,AI-powered Diet Planner
S1307,"TensorFlow, Flask",Education,Part-time,Creative,Automated Resume Screener
S1308,"C++, Java",Education,Part-time,Research,Chatbot for Students
S1309,"Keras, Python",Healthcare,Full-time,Technical,Finance Tracker Web App
S1310,"Figma, AI",Automation,Full-time,Creative,E-learning Gamification Platform
S1311,"Django, Keras",Social Impact,Full-time,Research,Voice-based Email Client
S1312,"React, JavaScript",Healthcare,Part-time,Technical,Chatbot for Students
S1313,"Flask, JavaScript, Java, React",Healthcare,Part-time,Research,E-learning Gamification Platform
S1314,"ML, Java, AI",Automation,Full-time,Creative,Blockchain Voting System
S1315,"NodeJS, React",Finance,Part-time,Technical,Mental Health UI Toolkit
S1316,"TensorFlow, JavaScript, Python",Climate,Full-time,Creative,E-learning Gamification Platform
S1317,"Python, AI, NodeJS, ML",Social Impact,Part-time,Research,Blockchain Voting System
S1318,"React, TensorFlow, Flask, Figma",Climate,Full-time,Creative,Smart Attendance System
S1319,"TensorFlow, Keras",Social Impact,Part-time,Creative,Blockchain Voting System
S1320,"React, TensorFlow, NodeJS",Climate,Full-time,Creative,Automated Resume Screener
S1321,"ML, React",Education,Full-time,Technical,Mental Health UI Toolkit
S1322,"C++, JavaScript, AI",Education,Part-time,Research,AI-powered Diet Planner
S1323,"AI, Flask, Figma",Healthcare,Part-time,Technical,Smart Attendance System
S1324,"Figma, Flask",Social Impact,Full-time,Creative,Mental Health UI Toolkit
S1325,"Flask, Python, Figma, ML",Climate,Full-time,Technical,Mental Health UI Toolkit
S1326,"React, Flask",Healthcare,Part-time,Research,Finance Tracker Web App
S1327,"TensorFlow, Python, Keras",Education,Full-time,Creative,Blockchain Voting System
S1328,"Django, ML, C++, Flask",Education,Part-time,Technical,Smart Attendance System
S1329,"Flask, Python, ML",Climate,Full-time,Research,Blockchain Voting System
S1330,"ML, C++, Figma, React",Healthcare,Full-time,Research,Finance Tracker Web App
S1331,"AI, TensorFlow, Django, Flask",Automation,Part-time,Research,AI-powered Diet Planner
S1332,"JavaScript, Figma",Climate,Full-time,Research,E-learning Gamification Platform
S1333,"React, AI",Social Impact,Full-time,Creative,Voice-based Email Client
S1334,"Python, C++, Figma",Automation,Full-time,Technical,E-learning Gamification Platform
S1335,"Figma, Java, Python, Keras",Automation,Part-time,Creative,Blockchain Voting System
S1336,"Django, Python, ML, Figma",Education,Part-time,Research,AI-powered Diet Planner
S1337,"Keras, NodeJS, Flask",Finance,Part-time,Creative,AI-powered Diet Planner
S1338,"Java, Django, Flask, AI",Healthcare,Full-time,Research,E-learning Gamification Platform
S1339,"Flask, JavaScript",Cybersecurity,Part-time,Technical,Smart Attendance System
S1340,"Java, NodeJS, Flask",Climate,Full-time,Research,Finance Tracker Web App
S1341,"Figma, React, Django, ML",Automation,Full-time,Creative,Automated Resume Screener
S1342,"JavaScript, AI, Flask",Social Impact,Full-time,Technical,Finance Tracker Web App
S1343,"TensorFlow, NodeJS, JavaScript",Education,Part-time,Technical,Finance Tracker Web App
S1344,"Django, Flask, Python, ML",Education,Full-time,Technical,AI-powered Diet Planner
S1345,"Keras, React, Figma",Climate,Full-time,Research,Chatbot for Students
S1346,"Figma, TensorFlow",Cybersecurity,Full-time,Creative,Voice-based Email Client
S1347,"Figma, Django, JavaScript",Social Impact,Part-time,Creative,Automated Resume Screener
S1348,"AI, JavaScript, Keras, ML",Education,Full-time,Technical,Automated Resume Screener
S1349,"ML, Django, Keras, NodeJS",Social Impact,Part-time,Research,E-learning Gamification Platform
S1350,"NodeJS, JavaScript, Java, Flask",Healthcare,Full-time,Technical,Finance Tracker Web App
